728	8	203
731	1	60
731	2	168
731	3	57
731	4	34
732	1	160
732	2	160
732	3	160
732	4	66
732	5	15
732	6	264
732	7	275
732	8	273
732	9	80
736	1	52
736	2	66
736	3	275
736	4	27
736	5	51
736	6	120
736	7	160
736	8	66
736	9	120
736	10	126
736	11	264
736	12	271
736	13	80
736	14	275
736	15	88
737	1	118
737	2	223
737	3	62
737	4	66
737	5	53
737	6	51
737	7	51
737	8	187
737	9	120
737	10	274
738	1	53
738	2	120
738	3	53
738	4	52
738	5	275
738	6	53
738	7	27
738	8	88
739	1	55
739	2	271
739	3	118
739	4	224
739	5	224
739	6	60
739	7	134
739	8	274
742	1	135
742	2	273
742	3	273
742	4	273
742	5	160
742	6	66
742	7	126
742	8	264
742	9	58
754	1	120
754	2	273
754	3	160
754	4	222
754	5	118
754	6	160
754	7	62
767	1	120
767	2	160
767	3	160
767	4	273
767	5	160
767	6	273
767	7	122
767	8	160
767	9	15
767	10	88
768	1	120
768	2	52
768	3	52
768	4	52
768	5	15
768	6	15
768	7	224
768	8	118
768	9	118
768	10	99
768	11	204
778	1	52
778	2	88
779	1	52
779	2	88
779	3	59
779	4	271
779	5	120
779	6	264
780	1	53
780	2	88
781	1	53
781	2	88
783	1	53
783	2	88
784	1	53
784	2	88
784	3	264
784	4	187
784	5	184
786	1	53
786	2	88
786	3	99
788	1	53
788	2	88
788	3	122
789	1	52
789	2	275
789	3	120
789	4	120
789	5	264
790	1	52
790	2	88
791	1	53
791	2	88
792	1	52
792	2	88
792	3	187
792	4	264
793	1	51
793	2	264
793	3	118
793	4	124
794	1	53
794	2	88
795	1	13
795	2	88
796	1	13
797	1	52
797	2	88
797	3	59
797	4	264
798	1	53
798	2	88
799	1	53
799	2	224
799	3	134
799	4	88
800	1	53
800	2	88
800	3	274
800	4	275
801	1	53
801	2	88
801	3	59
802	1	53
802	2	88
803	1	52
803	2	122
803	3	120
803	4	66
803	5	264
804	1	53
804	2	88
805	1	53
805	2	88
806	1	53
806	2	60
806	3	275
806	4	134
806	5	88
806	6	122
807	1	53
807	2	88
808	1	52
808	2	88
809	1	53
809	2	53
810	1	52
810	2	88
811	1	53
811	2	88
811	3	264
811	4	274
811	5	271
812	1	53
812	2	59
812	3	271
812	4	264
812	5	88
813	1	52
813	2	60
813	3	204
813	4	204
813	5	88
815	1	53
815	2	88
815	3	204
815	4	60
817	1	53
817	2	88
817	3	118
817	4	204
817	5	204
818	1	53
818	2	88
818	3	118
818	4	204
818	5	204
819	1	53
819	2	60
819	3	118
819	4	118
819	5	204
819	6	204
821	1	53
821	2	224
821	3	88
821	4	122
822	1	52
822	2	60
822	3	275
822	4	275
822	5	88
823	1	53
823	2	88
824	1	52
824	2	88
825	1	52
825	2	59
825	3	264
825	4	184
825	5	191
825	6	88
826	1	53
826	2	60
826	3	134
826	4	118
827	1	53
827	2	264
827	3	88
828	1	52
828	2	275
828	3	184
828	4	88
828	5	271
828	6	271
828	7	66
828	8	120
828	9	264
829	1	53
829	2	264
829	3	51
829	4	275
829	5	88
830	1	53
830	2	88
830	3	59
831	1	53
831	2	184
831	3	264
831	4	275
832	1	53
832	2	60
832	3	275
832	4	88
833	1	52
833	2	60
833	3	275
833	4	62
833	5	62
833	6	118
833	7	88
834	1	242
834	2	53
834	3	118
834	4	118
834	5	62
835	1	53
835	2	88
835	3	59
836	1	52
836	2	88
837	1	52
837	2	88
837	3	264
837	4	59
838	1	52
838	2	88
838	3	126
838	4	264
841	1	52
841	2	52
841	3	126
841	4	275
841	5	184
841	6	264
841	7	271
841	8	88
842	1	52
842	2	273
842	3	53
842	4	264
842	5	271
842	6	88
843	1	53
843	2	264
843	3	271
843	4	88
844	1	135
844	2	52
844	3	88
845	1	53
845	2	120
845	3	184
845	4	264
845	5	271
845	6	52
846	1	53
846	2	88
846	3	184
846	4	274
846	5	264
847	1	52
847	2	120
847	3	120
847	4	271
847	5	264
847	6	88
848	1	52
848	2	126
848	3	264
848	4	88
849	1	53
849	2	88
849	3	264
850	1	53
850	2	88
850	3	264
850	4	59
851	1	52
851	2	120
851	3	271
851	4	264
851	5	264
851	6	88
851	7	275
852	1	53
852	2	88
852	3	271
852	4	264
852	5	275
853	1	52
853	2	275
853	3	264
853	4	184
853	5	88
854	1	52
854	2	264
854	3	88
855	1	52
855	2	264
855	3	88
855	4	184
856	1	52
856	2	118
856	3	249
856	4	249
857	1	53
857	2	51
857	3	264
857	4	88
858	1	53
858	2	88
858	3	51
858	4	126
859	1	52
859	2	88
859	3	126
861	1	51
861	2	88
862	1	52
862	2	52
862	3	275
862	4	264
862	5	88
863	1	53
863	2	271
863	3	88
863	4	275
863	5	264
863	6	274
864	1	53
864	2	51
864	3	88
865	1	53
865	2	184
865	3	271
865	4	88
865	5	274
865	6	264
865	7	173
868	1	52
868	2	88
868	3	274
869	1	53
869	2	275
869	3	88
869	4	122
871	1	53
871	2	275
871	3	275
871	4	126
871	5	99
871	6	99
871	7	264
871	8	126
872	1	120
872	2	52
872	3	88
873	1	52
873	2	88
873	3	52
873	4	187
875	1	53
875	2	51
875	3	51
875	4	88
875	5	88
879	1	52
879	2	275
879	3	184
879	4	51
879	5	66
879	6	271
879	7	271
879	8	88
885	1	53
885	2	53
885	3	264
885	4	88
892	1	52
892	2	88
892	3	52
892	4	264
893	1	52
893	2	88
893	3	66
893	4	275
893	5	264
894	1	53
894	2	120
894	3	53
894	4	88
895	1	52
895	2	126
895	3	66
895	4	88
895	5	51
895	6	88
895	7	184
896	1	52
896	2	88
897	1	66
897	2	53
897	3	51
897	4	126
899	1	53
899	2	120
899	3	126
899	4	88
899	5	88
900	1	53
900	2	88
900	3	120
900	4	126
901	1	52
901	2	88
901	3	118
901	4	204
904	1	52
904	2	118
904	3	204
905	1	52
905	2	118
905	3	204
905	4	177
905	5	122
906	1	53
906	2	118
906	3	118
906	4	88
906	5	204
906	6	204
906	7	204
907	1	52
907	2	118
907	3	118
907	4	204
907	5	88
908	1	53
908	2	118
908	3	204
908	4	204
908	5	88
909	1	52
909	2	88
909	3	118
910	1	52
910	2	88
910	3	52
910	4	122
912	1	52
912	2	118
912	3	204
912	4	204
912	5	204
914	1	53
914	2	88
915	1	53
915	2	88
916	1	52
916	2	88
916	3	126
917	1	53
917	2	124
917	3	122
918	1	52
918	2	88
919	1	52
919	2	88
919	3	126
921	1	52
921	2	120
921	3	52
921	4	88
922	1	52
922	2	118
922	3	118
922	4	204
922	5	204
922	6	204
922	7	88
923	1	52
923	2	118
923	3	204
923	4	204
923	5	88
924	1	52
924	2	223
924	3	118
924	4	204
924	5	204
925	1	53
925	2	88
925	3	118
925	4	204
925	5	204
926	1	53
926	2	88
926	3	118
926	4	204
926	5	204
926	6	204
927	1	53
927	2	124
927	3	118
927	4	88
928	1	53
928	2	124
928	3	118
929	1	53
929	2	134
929	3	118
929	4	118
929	5	124
929	6	88
930	1	53
930	2	118
930	3	88
931	1	52
931	2	88
932	1	52
932	2	59
932	3	88
933	1	52
933	2	88
934	1	52
934	2	88
935	1	52
935	2	88
935	3	59
936	1	52
936	2	88
936	3	59
937	1	52
937	2	88
938	1	52
938	2	59
938	3	59
939	1	52
939	2	124
939	3	88
941	1	52
941	2	118
941	3	62
941	4	59
942	1	273
942	2	124
942	3	118
942	4	118
942	5	134
942	6	204
942	7	88
943	1	52
943	2	88
943	3	118
943	4	59
944	1	53
944	2	124
944	3	118
944	4	118
947	1	53
947	2	88
947	3	118
947	4	118
947	5	62
948	1	52
948	2	118
948	3	88
949	1	53
949	2	124
949	3	88
950	1	53
950	2	124
950	3	142
951	1	53
951	2	124
951	3	142
952	1	53
952	2	124
952	3	88
953	1	53
953	2	88
953	3	124
953	4	142
955	1	53
955	2	88
955	3	142
955	4	118
955	5	124
957	1	53
957	2	124
957	3	88
957	4	62
958	1	53
958	2	124
958	3	142
959	1	53
959	2	124
959	3	88
960	1	52
960	2	88
960	3	59
961	1	52
961	2	88
961	3	59
962	1	53
962	2	224
962	3	88
963	1	53
963	2	88
963	3	136
965	1	52
965	2	88
965	3	62
966	1	60
966	2	52
966	3	88
966	4	29
966	5	131
967	1	52
967	2	88
967	3	258
967	4	124
969	1	52
969	2	88
969	3	118
970	1	52
970	2	88
971	1	52
971	2	88
991	1	52
991	2	88
991	3	181
992	1	51
992	2	88
992	3	181
993	1	52
993	2	88
993	3	59
994	1	52
994	2	88
994	3	274
995	1	53
995	2	124
995	3	274
995	4	88
996	1	53
996	2	124
996	3	88
997	1	52
997	2	88
998	1	52
998	2	88
998	3	264
999	1	52
999	2	265
999	3	118
999	4	88
999	5	118
999	6	59
